Ticker,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,"May 26, 2022",137.39,144.34,137.14,143.78,141.70,"90,601,500"
AAPL,"May 25, 2022",138.43,141.79,138.34,140.52,138.48,"92,482,700"
AAPL,"May 24, 2022",140.81,141.97,137.33,140.36,138.32,"104,132,700"
AAPL,"May 23, 2022",137.79,143.26,137.65,143.11,141.04,"117,726,300"
AAPL,"May 20, 2022",139.09,140.70,132.61,137.59,135.60,"137,426,100"
AAPL,"May 19, 2022",139.88,141.66,136.60,137.35,135.36,"136,095,600"
AAPL,"May 18, 2022",146.85,147.36,139.90,140.82,138.78,"109,742,900"
AAPL,"May 17, 2022",148.86,149.77,146.68,149.24,147.08,"78,336,300"
AAPL,"May 16, 2022",145.55,147.52,144.18,145.54,143.43,"86,643,800"
AAPL,"May 13, 2022",144.59,148.10,143.11,147.11,144.98,"113,990,900"
AAPL,"May 12, 2022",142.77,146.20,138.80,142.56,140.49,"182,602,000"
AAPL,"May 11, 2022",153.50,155.45,145.81,146.50,144.38,"142,689,800"
AAPL,"May 10, 2022",155.52,156.74,152.93,154.51,152.27,"115,366,700"
AAPL,"May 9, 2022",154.93,155.83,151.49,152.06,149.86,"131,577,900"
AAPL,"May 6, 2022",156.01,159.44,154.18,157.28,155.00,"116,124,600"
AAPL,"May 5, 2022",163.85,164.08,154.95,156.77,154.27,"130,525,300"
AAPL,"May 4, 2022",159.67,166.48,159.26,166.02,163.37,"108,256,500"
AAPL,"May 3, 2022",158.15,160.71,156.32,159.48,156.94,"88,966,500"
AAPL,"May 2, 2022",156.71,158.23,153.27,157.96,155.44,"123,055,300"
AAPL,"Apr 29, 2022",161.84,166.20,157.25,157.65,155.14,"131,747,600"
AAPL,"Apr 28, 2022",159.25,164.52,158.93,163.64,161.03,"130,216,800"
AAPL,"Apr 27, 2022",155.91,159.79,155.38,156.57,154.07,"88,063,200"
AAPL,"Apr 26, 2022",162.25,162.34,156.72,156.80,154.30,"95,623,200"
AAPL,"Apr 25, 2022",161.12,163.17,158.46,162.88,160.28,"96,046,400"
AAPL,"Apr 22, 2022",166.46,167.87,161.50,161.79,159.21,"84,882,400"
AAPL,"Apr 21, 2022",168.91,171.53,165.91,166.42,163.77,"87,227,800"
AAPL,"Apr 20, 2022",168.76,168.88,166.10,167.23,164.56,"67,929,800"
AAPL,"Apr 19, 2022",165.02,167.82,163.91,167.40,164.73,"67,723,800"
AAPL,"Apr 18, 2022",163.92,166.60,163.57,165.07,162.44,"69,023,900"
AAPL,"Apr 14, 2022",170.62,171.27,165.04,165.29,162.65,"75,329,400"
AAPL,"Apr 13, 2022",167.39,171.04,166.77,170.40,167.68,"70,618,900"
AAPL,"Apr 12, 2022",168.02,169.87,166.64,167.66,164.99,"79,265,200"
AAPL,"Apr 11, 2022",168.71,169.03,165.50,165.75,163.11,"72,246,700"
AAPL,"Apr 8, 2022",171.78,171.78,169.20,170.09,167.38,"76,575,500"
AAPL,"Apr 7, 2022",171.16,173.36,169.85,172.14,169.40,"77,594,700"
AAPL,"Apr 6, 2022",172.36,173.63,170.13,171.83,169.09,"89,058,800"
AAPL,"Apr 5, 2022",177.50,178.30,174.42,175.06,172.27,"73,401,800"
AAPL,"Apr 4, 2022",174.57,178.49,174.44,178.44,175.59,"76,468,400"
AAPL,"Apr 1, 2022",174.03,174.88,171.94,174.31,171.53,"78,751,300"
AAPL,"Mar 31, 2022",177.84,178.03,174.40,174.61,171.83,"103,049,300"
AAPL,"Mar 30, 2022",178.55,179.61,176.70,177.77,174.94,"92,633,200"
AAPL,"Mar 29, 2022",176.69,179.01,176.34,178.96,176.11,"100,589,400"
AAPL,"Mar 28, 2022",172.17,175.73,172.00,175.60,172.80,"90,371,900"
AAPL,"Mar 25, 2022",173.88,175.28,172.75,174.72,171.93,"80,546,200"
AAPL,"Mar 24, 2022",171.06,174.14,170.21,174.07,171.29,"90,131,400"
AAPL,"Mar 23, 2022",167.99,172.64,167.65,170.21,167.50,"98,062,700"
AAPL,"Mar 22, 2022",165.51,169.42,164.91,168.82,166.13,"81,532,000"
AAPL,"Mar 21, 2022",163.51,166.35,163.01,165.38,162.74,"95,811,400"
AAPL,"Mar 18, 2022",160.51,164.48,159.76,163.98,161.37,"123,511,700"
AAPL,"Mar 17, 2022",158.61,161.00,157.63,160.62,158.06,"75,615,400"
AAPL,"Mar 16, 2022",157.05,160.00,154.46,159.59,157.05,"102,300,200"
AAPL,"Mar 15, 2022",150.90,155.57,150.38,155.09,152.62,"92,964,300"
AAPL,"Mar 14, 2022",151.45,154.12,150.10,150.62,148.22,"108,732,100"
AAPL,"Mar 11, 2022",158.93,159.28,154.50,154.73,152.26,"96,970,100"
AAPL,"Mar 10, 2022",160.20,160.39,155.98,158.52,155.99,"105,342,000"
AAPL,"Mar 9, 2022",161.48,163.41,159.41,162.95,160.35,"91,454,900"
AAPL,"Mar 8, 2022",158.82,162.88,155.80,157.44,154.93,"131,148,300"
AAPL,"Mar 7, 2022",163.36,165.02,159.04,159.30,156.76,"96,418,800"
AAPL,"Mar 4, 2022",164.49,165.55,162.10,163.17,160.57,"83,737,200"
AAPL,"Mar 3, 2022",168.47,168.91,165.55,166.23,163.58,"76,678,400"
AAPL,"Mar 2, 2022",164.39,167.36,162.95,166.56,163.90,"79,724,800"
AAPL,"Mar 1, 2022",164.70,166.60,161.97,163.20,160.60,"83,474,400"
AAPL,"Feb 28, 2022",163.06,165.42,162.43,165.12,162.49,"95,056,600"
AAPL,"Feb 25, 2022",163.84,165.12,160.87,164.85,162.22,"91,974,200"
AAPL,"Feb 24, 2022",152.58,162.85,152.00,162.74,160.15,"141,147,500"
AAPL,"Feb 23, 2022",165.54,166.15,159.75,160.07,157.52,"90,009,200"
AAPL,"Feb 22, 2022",164.98,166.69,162.15,164.32,161.70,"91,162,800"
AAPL,"Feb 18, 2022",169.82,170.54,166.19,167.30,164.63,"82,772,700"
AAPL,"Feb 17, 2022",171.03,171.91,168.47,168.88,166.19,"69,589,300"
AAPL,"Feb 16, 2022",171.85,173.34,170.05,172.55,169.80,"61,177,400"
AAPL,"Feb 15, 2022",170.97,172.95,170.25,172.79,170.03,"62,527,400"
AAPL,"Feb 14, 2022",167.37,169.58,166.56,168.88,166.19,"86,185,500"
AAPL,"Feb 11, 2022",172.33,173.08,168.04,168.64,165.95,"98,670,700"
AAPL,"Feb 10, 2022",174.14,175.48,171.55,172.12,169.38,"90,865,900"
AAPL,"Feb 9, 2022",176.05,176.65,174.90,176.28,173.47,"71,285,000"
AAPL,"Feb 8, 2022",171.73,175.35,171.43,174.83,172.04,"74,829,200"
AAPL,"Feb 7, 2022",172.86,173.95,170.95,171.66,168.92,"77,251,200"
AAPL,"Feb 4, 2022",171.68,174.10,170.68,172.39,169.64,"82,465,400"
AAPL,"Feb 3, 2022",174.48,176.24,172.12,172.90,169.93,"89,418,100"
AAPL,"Feb 2, 2022",174.75,175.88,173.33,175.84,172.82,"84,914,300"
AAPL,"Feb 1, 2022",174.01,174.84,172.31,174.61,171.61,"86,213,900"
AAPL,"Jan 31, 2022",170.16,175.00,169.51,174.78,171.77,"115,541,600"
AAPL,"Jan 28, 2022",165.71,170.35,162.80,170.33,167.40,"179,935,700"
AAPL,"Jan 27, 2022",162.45,163.84,158.28,159.22,156.48,"121,954,600"
AAPL,"Jan 26, 2022",163.50,164.39,157.82,159.69,156.94,"108,275,300"
AAPL,"Jan 25, 2022",158.98,162.76,157.02,159.78,157.03,"115,798,400"
AAPL,"Jan 24, 2022",160.02,162.30,154.70,161.62,158.84,"162,294,600"
AAPL,"Jan 21, 2022",164.42,166.33,162.30,162.41,159.62,"122,848,900"
AAPL,"Jan 20, 2022",166.98,169.68,164.18,164.51,161.68,"91,420,500"
AAPL,"Jan 19, 2022",170.00,171.08,165.94,166.23,163.37,"94,815,000"
AAPL,"Jan 18, 2022",171.51,172.54,169.41,169.80,166.88,"90,956,700"
AAPL,"Jan 14, 2022",171.34,173.78,171.09,173.07,170.09,"80,440,800"
AAPL,"Jan 13, 2022",175.78,176.62,171.79,172.19,169.23,"84,505,800"
AAPL,"Jan 12, 2022",176.12,177.18,174.82,175.53,172.51,"74,805,200"
AAPL,"Jan 11, 2022",172.32,175.18,170.82,175.08,172.07,"76,138,300"
AAPL,"Jan 10, 2022",169.08,172.50,168.17,172.19,169.23,"106,765,600"
AAPL,"Jan 7, 2022",172.89,174.14,171.03,172.17,169.21,"86,709,100"
AAPL,"Jan 6, 2022",172.70,175.30,171.64,172.00,169.04,"96,904,000"
AAPL,"Jan 5, 2022",179.61,180.17,174.64,174.92,171.91,"94,537,600"
AAPL,"Jan 4, 2022",182.63,182.94,179.12,179.70,176.61,"99,310,400"
AAPL,"Jan 3, 2022",177.83,182.88,177.71,182.01,178.88,"104,487,900"
AAPL,"Dec 31, 2021",178.09,179.23,177.26,177.57,174.52,"64,062,300"
AAPL,"Dec 30, 2021",179.47,180.57,178.09,178.20,175.14,"59,773,000"
AAPL,"Dec 29, 2021",179.33,180.63,178.14,179.38,176.30,"62,348,900"
AAPL,"Dec 28, 2021",180.16,181.33,178.53,179.29,176.21,"79,144,300"
AAPL,"Dec 27, 2021",177.09,180.42,177.07,180.33,177.23,"74,919,600"
AAPL,"Dec 23, 2021",175.85,176.85,175.27,176.28,173.25,"68,356,600"
AAPL,"Dec 22, 2021",173.04,175.86,172.15,175.64,172.62,"92,135,300"
AAPL,"Dec 21, 2021",171.56,173.20,169.12,172.99,170.02,"91,185,900"
AAPL,"Dec 20, 2021",168.28,170.58,167.46,169.75,166.83,"107,499,100"
AAPL,"Dec 17, 2021",169.93,173.47,169.69,171.14,168.20,"195,432,700"
AAPL,"Dec 16, 2021",179.28,181.14,170.75,172.26,169.30,"150,185,800"
AAPL,"Dec 15, 2021",175.11,179.50,172.31,179.30,176.22,"131,063,300"
AAPL,"Dec 14, 2021",175.25,177.74,172.21,174.33,171.33,"139,380,400"
AAPL,"Dec 13, 2021",181.12,182.13,175.53,175.74,172.72,"153,237,000"
AAPL,"Dec 10, 2021",175.21,179.63,174.69,179.45,176.36,"115,402,700"
AAPL,"Dec 9, 2021",174.91,176.75,173.92,174.56,171.56,"108,923,700"
AAPL,"Dec 8, 2021",172.13,175.96,170.70,175.08,172.07,"116,998,900"
AAPL,"Dec 7, 2021",169.08,171.58,168.34,171.18,168.24,"120,405,400"
AAPL,"Dec 6, 2021",164.29,167.88,164.28,165.32,162.48,"107,497,000"
AAPL,"Dec 3, 2021",164.02,164.96,159.72,161.84,159.06,"118,023,100"
AAPL,"Dec 2, 2021",158.74,164.20,157.80,163.76,160.94,"136,739,200"
AAPL,"Dec 1, 2021",167.48,170.30,164.53,164.77,161.94,"152,052,500"
AAPL,"Nov 30, 2021",159.99,165.52,159.92,165.30,162.46,"174,048,100"
AAPL,"Nov 29, 2021",159.37,161.19,158.79,160.24,157.48,"88,748,200"
AAPL,"Nov 26, 2021",159.57,160.45,156.36,156.81,154.11,"76,959,800"
AAPL,"Nov 24, 2021",160.75,162.14,159.64,161.94,159.16,"69,463,600"
AAPL,"Nov 23, 2021",161.12,161.80,159.06,161.41,158.63,"96,041,900"
AAPL,"Nov 22, 2021",161.68,165.70,161.00,161.02,158.25,"117,467,900"
AAPL,"Nov 19, 2021",157.65,161.02,156.53,160.55,157.79,"117,305,600"
AAPL,"Nov 18, 2021",153.71,158.67,153.05,157.87,155.16,"137,827,700"
AAPL,"Nov 17, 2021",151.00,155.00,150.99,153.49,150.85,"88,807,000"
AAPL,"Nov 16, 2021",149.94,151.49,149.34,151.00,148.40,"59,256,200"
AAPL,"Nov 15, 2021",150.37,151.88,149.43,150.00,147.42,"59,222,800"
AAPL,"Nov 12, 2021",148.43,150.40,147.48,149.99,147.41,"63,804,000"
AAPL,"Nov 11, 2021",148.96,149.43,147.68,147.87,145.33,"41,000,000"
AAPL,"Nov 10, 2021",150.02,150.13,147.85,147.92,145.38,"65,187,100"
AAPL,"Nov 9, 2021",150.20,151.43,150.06,150.81,148.22,"56,787,900"
AAPL,"Nov 8, 2021",151.41,151.57,150.16,150.44,147.85,"55,020,900"
AAPL,"Nov 5, 2021",151.89,152.20,150.06,151.28,148.68,"65,463,900"
AAPL,"Nov 4, 2021",151.58,152.43,150.64,150.96,148.15,"60,394,600"
AAPL,"Nov 3, 2021",150.39,151.97,149.82,151.49,148.67,"54,511,500"
AAPL,"Nov 2, 2021",148.66,151.57,148.65,150.02,147.23,"69,122,000"
AAPL,"Nov 1, 2021",148.99,149.70,147.80,148.96,146.18,"74,588,300"
AAPL,"Oct 29, 2021",147.22,149.94,146.41,149.80,147.01,"124,953,200"
AAPL,"Oct 28, 2021",149.82,153.17,149.72,152.57,149.73,"100,077,900"
AAPL,"Oct 27, 2021",149.36,149.73,148.49,148.85,146.08,"56,094,900"
AAPL,"Oct 26, 2021",149.33,150.84,149.01,149.32,146.54,"60,893,400"
AAPL,"Oct 25, 2021",148.68,149.37,147.62,148.64,145.87,"50,720,600"
AAPL,"Oct 22, 2021",149.69,150.18,148.64,148.69,145.92,"58,883,400"
AAPL,"Oct 21, 2021",148.81,149.64,147.87,149.48,146.70,"61,421,000"
AAPL,"Oct 20, 2021",148.70,149.75,148.12,149.26,146.48,"58,418,800"
AAPL,"Oct 19, 2021",147.01,149.17,146.55,148.76,145.99,"76,378,900"
AAPL,"Oct 18, 2021",143.45,146.84,143.16,146.55,143.82,"85,589,200"
AAPL,"Oct 15, 2021",143.77,144.90,143.51,144.84,142.14,"67,940,300"
AAPL,"Oct 14, 2021",142.11,143.88,141.51,143.76,141.08,"69,907,100"
AAPL,"Oct 13, 2021",141.24,141.40,139.20,140.91,138.28,"78,762,700"
AAPL,"Oct 12, 2021",143.23,143.25,141.04,141.51,138.87,"73,035,900"
AAPL,"Oct 11, 2021",142.27,144.81,141.81,142.81,140.15,"64,452,200"
AAPL,"Oct 8, 2021",144.03,144.18,142.56,142.90,140.24,"58,773,200"
AAPL,"Oct 7, 2021",143.06,144.22,142.72,143.29,140.62,"61,732,700"
AAPL,"Oct 6, 2021",139.47,142.15,138.37,142.00,139.35,"83,221,100"
AAPL,"Oct 5, 2021",139.49,142.24,139.36,141.11,138.48,"80,861,100"
AAPL,"Oct 4, 2021",141.76,142.21,138.27,139.14,136.55,"98,322,000"
AAPL,"Oct 1, 2021",141.90,142.92,139.11,142.65,139.99,"94,639,600"
AAPL,"Sep 30, 2021",143.66,144.38,141.28,141.50,138.86,"89,056,700"
AAPL,"Sep 29, 2021",142.47,144.45,142.03,142.83,140.17,"74,602,000"
AAPL,"Sep 28, 2021",143.25,144.75,141.69,141.91,139.27,"108,972,300"
AAPL,"Sep 27, 2021",145.47,145.96,143.82,145.37,142.66,"74,150,700"
AAPL,"Sep 24, 2021",145.66,147.47,145.56,146.92,144.18,"53,477,900"
AAPL,"Sep 23, 2021",146.65,147.08,145.64,146.83,144.09,"64,838,200"
AAPL,"Sep 22, 2021",144.45,146.43,143.70,145.85,143.13,"76,404,300"
AAPL,"Sep 21, 2021",143.93,144.60,142.78,143.43,140.76,"75,834,000"
AAPL,"Sep 20, 2021",143.80,144.84,141.27,142.94,140.28,"123,478,900"
AAPL,"Sep 17, 2021",148.82,148.82,145.76,146.06,143.34,"129,868,800"
AAPL,"Sep 16, 2021",148.44,148.97,147.22,148.79,146.02,"68,034,100"
AAPL,"Sep 15, 2021",148.56,149.44,146.37,149.03,146.25,"83,281,300"
AAPL,"Sep 14, 2021",150.35,151.07,146.91,148.12,145.36,"109,296,300"
AAPL,"Sep 13, 2021",150.63,151.42,148.75,149.55,146.76,"102,404,300"
AAPL,"Sep 10, 2021",155.00,155.48,148.70,148.97,146.19,"140,893,200"
AAPL,"Sep 9, 2021",155.49,156.11,153.95,154.07,151.20,"57,305,700"
AAPL,"Sep 8, 2021",156.98,157.04,153.98,155.11,152.22,"74,420,200"
AAPL,"Sep 7, 2021",154.97,157.26,154.39,156.69,153.77,"82,278,300"
AAPL,"Sep 3, 2021",153.76,154.63,153.09,154.30,151.43,"57,808,700"
AAPL,"Sep 2, 2021",153.87,154.72,152.40,153.65,150.79,"71,115,500"
MSFT,"Aug 31, 2022",265.39,267.11,261.33,261.47,256.01,"24,791,800"
MSFT,"Aug 30, 2022",266.67,267.05,260.66,262.97,257.48,"22,767,100"
MSFT,"Aug 29, 2022",265.85,267.40,263.85,265.23,259.69,"20,338,500"
MSFT,"Aug 26, 2022",279.08,280.34,267.98,268.09,262.49,"27,549,300"
MSFT,"Aug 25, 2022",277.33,279.02,274.52,278.85,273.03,"16,583,400"
MSFT,"Aug 24, 2022",275.41,277.23,275.11,275.79,270.03,"18,137,000"
MSFT,"Aug 23, 2022",276.44,278.86,275.40,276.44,270.67,"17,527,400"
MSFT,"Aug 22, 2022",282.08,282.46,277.22,277.75,271.95,"25,061,100"
MSFT,"Aug 19, 2022",288.90,289.25,285.56,286.15,280.18,"20,570,000"
MSFT,"Aug 18, 2022",290.19,291.91,289.08,290.17,284.11,"17,186,200"
MSFT,"Aug 17, 2022",289.74,293.35,289.47,291.32,285.24,"18,253,400"
MSFT,"Aug 16, 2022",291.99,294.04,290.42,292.71,285.99,"18,102,900"
MSFT,"Aug 15, 2022",291.00,294.18,290.11,293.47,286.74,"18,085,700"
MSFT,"Aug 12, 2022",288.48,291.91,286.94,291.91,285.21,"22,619,700"
MSFT,"Aug 11, 2022",290.85,291.21,286.51,287.02,280.43,"20,065,900"
MSFT,"Aug 10, 2022",288.17,289.81,286.94,289.16,282.52,"24,687,800"
MSFT,"Aug 9, 2022",279.64,283.08,277.61,282.30,275.82,"23,405,200"
MSFT,"Aug 8, 2022",284.05,285.92,279.32,280.32,273.89,"18,739,200"
MSFT,"Aug 5, 2022",279.15,283.65,278.68,282.91,276.42,"16,774,600"
MSFT,"Aug 4, 2022",281.80,283.80,280.17,283.65,277.14,"18,098,700"
MSFT,"Aug 3, 2022",276.76,283.50,276.61,282.47,275.99,"23,518,900"
MSFT,"Aug 2, 2022",276.00,277.89,272.38,274.82,268.51,"22,754,200"
MSFT,"Aug 1, 2022",277.82,281.28,275.84,278.01,271.63,"21,539,600"
MSFT,"Jul 29, 2022",277.70,282.00,276.63,280.74,274.30,"32,152,800"
MSFT,"Jul 28, 2022",269.75,277.84,267.87,276.41,270.07,"33,459,300"
MSFT,"Jul 27, 2022",261.16,270.05,258.85,268.74,262.57,"45,994,000"
MSFT,"Jul 26, 2022",259.86,259.88,249.57,251.90,246.12,"39,348,000"
MSFT,"Jul 25, 2022",261.00,261.50,256.81,258.83,252.89,"21,056,000"
MSFT,"Jul 22, 2022",265.24,265.33,259.07,260.36,254.39,"21,881,300"
MSFT,"Jul 21, 2022",259.79,264.89,257.03,264.84,258.76,"22,404,700"
MSFT,"Jul 20, 2022",259.90,264.87,258.91,262.27,256.25,"22,788,300"
MSFT,"Jul 19, 2022",257.58,259.72,253.68,259.53,253.57,"25,012,600"
MSFT,"Jul 18, 2022",259.75,260.84,253.30,254.25,248.42,"20,975,000"
MSFT,"Jul 15, 2022",255.72,260.37,254.77,256.72,250.83,"29,774,100"
MSFT,"Jul 14, 2022",250.57,255.14,245.94,254.08,248.25,"25,102,800"
MSFT,"Jul 13, 2022",250.19,253.55,248.11,252.72,246.92,"29,497,400"
MSFT,"Jul 12, 2022",265.88,265.94,252.04,253.67,247.85,"35,868,500"
MSFT,"Jul 11, 2022",265.65,266.53,262.18,264.51,258.44,"19,455,200"
MSFT,"Jul 8, 2022",264.79,268.10,263.29,267.66,261.52,"19,658,800"
MSFT,"Jul 7, 2022",265.12,269.06,265.02,268.40,262.24,"20,859,900"
MSFT,"Jul 6, 2022",263.75,267.99,262.40,266.21,260.10,"23,824,400"
MSFT,"Jul 5, 2022",256.16,262.98,254.74,262.85,256.82,"22,941,000"
MSFT,"Jul 1, 2022",256.39,259.77,254.61,259.58,253.62,"22,837,700"
MSFT,"Jun 30, 2022",257.05,259.53,252.90,256.83,250.94,"31,730,900"
MSFT,"Jun 29, 2022",257.59,261.97,255.76,260.26,254.29,"20,069,800"
MSFT,"Jun 28, 2022",263.98,266.91,256.32,256.48,250.59,"27,295,500"
MSFT,"Jun 27, 2022",268.21,268.30,263.28,264.89,258.81,"24,615,100"
MSFT,"Jun 24, 2022",261.81,267.98,261.72,267.70,261.56,"33,923,200"
MSFT,"Jun 23, 2022",255.57,259.37,253.63,258.86,252.92,"25,861,400"
MSFT,"Jun 22, 2022",251.89,257.17,250.37,253.13,247.32,"25,939,900"
MSFT,"Jun 21, 2022",250.26,254.75,249.51,253.74,247.92,"29,928,300"
MSFT,"Jun 17, 2022",244.70,250.50,244.03,247.65,241.97,"43,084,800"
MSFT,"Jun 16, 2022",245.98,247.42,243.02,244.97,239.35,"33,169,200"
MSFT,"Jun 15, 2022",248.31,255.30,246.42,251.76,245.98,"33,111,700"
MSFT,"Jun 14, 2022",243.86,245.74,241.51,244.49,238.88,"28,651,500"
MSFT,"Jun 13, 2022",245.11,249.02,241.53,242.26,236.70,"46,135,800"
MSFT,"Jun 10, 2022",260.58,260.58,252.53,252.99,247.18,"31,422,800"
MSFT,"Jun 9, 2022",267.78,272.71,264.63,264.79,258.71,"26,439,700"
MSFT,"Jun 8, 2022",271.71,273.00,269.61,270.41,264.20,"17,372,300"
MSFT,"Jun 7, 2022",266.64,273.13,265.94,272.50,266.25,"22,860,700"
MSFT,"Jun 6, 2022",272.06,274.18,267.22,268.75,262.58,"22,400,300"
MSFT,"Jun 3, 2022",270.31,273.45,268.41,270.02,263.82,"28,059,000"
MSFT,"Jun 2, 2022",264.45,274.65,261.60,274.58,268.28,"44,008,200"
MSFT,"Jun 1, 2022",275.20,277.69,270.04,272.42,266.17,"25,292,200"
MSFT,"May 31, 2022",272.53,274.77,268.93,271.87,265.63,"37,827,700"
MSFT,"May 27, 2022",268.48,273.34,267.56,273.24,266.97,"26,910,800"
MSFT,"May 26, 2022",262.27,267.11,261.43,265.90,259.80,"25,002,100"
MSFT,"May 25, 2022",258.14,264.58,257.13,262.52,256.50,"28,547,900"
MSFT,"May 24, 2022",257.89,261.33,253.50,259.62,253.66,"29,043,900"
MSFT,"May 23, 2022",255.49,261.50,253.43,260.65,254.67,"33,175,400"
MSFT,"May 20, 2022",257.24,258.54,246.44,252.56,246.76,"39,199,300"
MSFT,"May 19, 2022",253.90,257.67,251.88,253.14,247.33,"32,692,300"
MSFT,"May 18, 2022",263.00,263.60,252.77,254.08,248.25,"31,356,000"
MSFT,"May 17, 2022",266.11,268.33,262.46,266.82,260.09,"28,828,800"
MSFT,"May 16, 2022",259.96,265.82,255.78,261.50,254.91,"32,550,900"
MSFT,"May 13, 2022",257.35,263.04,255.35,261.12,254.54,"34,925,100"
MSFT,"May 12, 2022",257.69,259.88,250.02,255.35,248.91,"51,033,800"
MSFT,"May 11, 2022",265.68,271.36,259.30,260.55,253.98,"48,975,900"
MSFT,"May 10, 2022",271.69,273.75,265.07,269.50,262.70,"39,336,400"
MSFT,"May 9, 2022",270.06,272.36,263.32,264.58,257.91,"47,726,000"
MSFT,"May 6, 2022",274.81,279.25,271.27,274.73,267.80,"37,780,300"
MSFT,"May 5, 2022",285.54,286.35,274.34,277.35,270.36,"43,260,400"
MSFT,"May 4, 2022",282.59,290.88,276.73,289.98,282.67,"33,599,300"
MSFT,"May 3, 2022",283.96,284.13,280.15,281.78,274.67,"25,978,600"
MSFT,"May 2, 2022",277.71,284.94,276.22,284.47,277.30,"35,151,100"
MSFT,"Apr 29, 2022",288.61,289.88,276.50,277.52,270.52,"37,073,900"
MSFT,"Apr 28, 2022",285.19,290.98,281.46,289.63,282.33,"33,646,600"
MSFT,"Apr 27, 2022",282.10,290.97,279.16,283.22,276.08,"63,477,700"
MSFT,"Apr 26, 2022",277.50,278.36,270.00,270.22,263.41,"46,518,400"
MSFT,"Apr 25, 2022",273.29,281.11,270.77,280.72,273.64,"35,678,900"
MSFT,"Apr 22, 2022",281.68,283.20,273.38,274.03,267.12,"29,405,800"
MSFT,"Apr 21, 2022",288.58,293.30,280.06,280.81,273.73,"29,454,600"
MSFT,"Apr 20, 2022",289.40,289.70,285.37,286.36,279.14,"22,906,700"
MSFT,"Apr 19, 2022",279.38,286.17,278.41,285.30,278.11,"22,297,700"
MSFT,"Apr 18, 2022",278.91,282.46,278.34,280.52,273.45,"20,778,000"
MSFT,"Apr 14, 2022",288.09,288.31,279.32,279.83,272.77,"28,221,600"
MSFT,"Apr 13, 2022",282.73,288.58,281.30,287.62,280.37,"21,907,200"
MSFT,"Apr 12, 2022",289.24,290.74,280.49,282.06,274.95,"30,966,700"
MSFT,"Apr 11, 2022",291.79,292.61,285.00,285.26,278.07,"34,569,300"
MSFT,"Apr 8, 2022",300.44,301.12,296.28,296.97,289.48,"24,361,900"
MSFT,"Apr 7, 2022",296.66,303.65,296.35,301.37,293.77,"31,411,200"
MSFT,"Apr 6, 2022",305.19,307.00,296.71,299.50,291.95,"40,110,400"
MSFT,"Apr 5, 2022",313.27,314.87,309.87,310.88,303.04,"23,156,700"
MSFT,"Apr 4, 2022",310.09,315.11,309.71,314.97,307.03,"24,289,600"
MSFT,"Apr 1, 2022",309.37,310.13,305.54,309.42,301.62,"27,110,500"
MSFT,"Mar 31, 2022",313.90,315.14,307.89,308.31,300.53,"33,422,100"
MSFT,"Mar 30, 2022",313.76,315.95,311.58,313.86,305.94,"28,163,600"
MSFT,"Mar 29, 2022",313.91,315.82,309.05,315.41,307.46,"30,393,400"
MSFT,"Mar 28, 2022",304.33,310.80,304.33,310.70,302.86,"29,578,200"
MSFT,"Mar 25, 2022",305.23,305.50,299.29,303.68,296.02,"22,566,500"
MSFT,"Mar 24, 2022",299.14,304.20,298.32,304.10,296.43,"24,484,500"
MSFT,"Mar 23, 2022",300.51,303.23,297.72,299.49,291.94,"25,715,400"
MSFT,"Mar 22, 2022",299.80,305.00,298.77,304.06,296.39,"27,599,700"
MSFT,"Mar 21, 2022",298.89,300.14,294.90,299.16,291.62,"28,351,200"
MSFT,"Mar 18, 2022",295.37,301.00,292.73,300.43,292.85,"43,390,600"
MSFT,"Mar 17, 2022",293.29,295.61,289.37,295.22,287.77,"30,816,600"
MSFT,"Mar 16, 2022",289.11,294.57,283.20,294.39,286.97,"37,826,300"
MSFT,"Mar 15, 2022",280.35,287.82,278.73,287.15,279.91,"34,245,100"
MSFT,"Mar 14, 2022",280.34,285.40,275.82,276.44,269.47,"30,660,700"
MSFT,"Mar 11, 2022",287.96,289.51,279.43,280.07,273.01,"27,209,300"
MSFT,"Mar 10, 2022",283.02,286.60,280.58,285.59,278.39,"30,628,000"
MSFT,"Mar 9, 2022",283.44,289.60,280.78,288.50,281.22,"35,204,500"
MSFT,"Mar 8, 2022",277.80,283.96,270.00,275.85,268.89,"48,159,500"
MSFT,"Mar 7, 2022",288.53,289.69,278.53,278.91,271.88,"43,157,200"
MSFT,"Mar 4, 2022",294.29,295.66,287.17,289.86,282.55,"32,356,500"
MSFT,"Mar 3, 2022",302.89,303.13,294.05,295.92,288.46,"27,314,500"
MSFT,"Mar 2, 2022",295.36,301.47,293.70,300.19,292.62,"31,873,000"
MSFT,"Mar 1, 2022",296.40,299.97,292.15,294.95,287.51,"31,217,800"
MSFT,"Feb 28, 2022",294.31,299.14,293.00,298.79,291.25,"34,627,500"
MSFT,"Feb 25, 2022",295.14,297.63,291.65,297.31,289.81,"32,546,700"
MSFT,"Feb 24, 2022",272.51,295.16,271.52,294.59,287.16,"56,989,700"
MSFT,"Feb 23, 2022",290.18,291.70,280.10,280.27,273.20,"37,811,200"
MSFT,"Feb 22, 2022",285.00,291.54,284.50,287.72,280.46,"41,736,100"
MSFT,"Feb 18, 2022",293.05,293.86,286.31,287.93,280.67,"34,264,000"
